area_type,area,age_0_4_male,age_5_9_male,age_10_14_male,age_15_19_male,age_20_24_male,age_25_29_male,age_30_34_male,age_35_39_male,age_40_44_male,age_45_49_male,age_50_54_male,age_55_59_male,age_60_64_male,age_65_69_male,age_70_74_male,age_75_79_male,age_80_84_male,age_85_above_male,age_0_4_female,age_5_9_female,age_10_14_female,age_15_19_female,age_20_24_female,age_25_29_female,age_30_34_female,age_35_39_female,age_40_44_female,age_45_49_female,age_50_54_female,age_55_59_female,age_60_64_female,age_65_69_female,age_70_74_female,age_75_79_female,age_80_84_female,age_85_above_female,sex_male,sex_female,agegroup_child,agegroup_working,agegroup_elderly,ethnicity_bumi,ethnicity_chinese,ethnicity_indian,ethnicity_other,religion_muslim,religion_christian,religion_buddhist,religion_hindu,religion_other,religion_atheist,nationality_local,nationality_foreign,marital_never_married,marital_married,marital_widowed,marital_divorced,housing_owned,housing_rented,housing_quarters,labour_working,labour_unemployed,labour_out
state,Sabah,144124,210782,180487,165063,150672,152847,147296,144453,120852,103889,88148,67054,45624,26719,15138,8379,4945,3334,137592,196840,165503,151034,139424,143423,137010,137211,112509,95024,74409,55115,39168,23097,14083,8067,5524,3946,52.05960597112716,47.94039402887283,30.283507152394783,66.40443900391514,3.312053843690083,88.69507909622281,9.54322707681738,0.2285743203920344,1.5331195065677736,69.59244292928628,24.679352460011376,5.0673265502217895,0.1447297797316883,0.1103315944114649,0.4058166863373976,76.29441453615831,23.70558546384169,37.458508802091664,57.79664291526093,3.208312197646194,1.5365360850012084,,,,,,
state,Sarawak,71510,101591,107055,110070,110063,118486,112934,99476,84760,78749,70243,65814,49046,38579,24523,14688,7416,4558,67778,94697,97553,103042,100759,104150,98098,88486,79520,74773,68478,62819,48975,37792,25494,15646,9235,6821,51.74116234532907,48.25883765467093,22.01528563050475,70.45511695304639,7.529597416448865,75.68979860393223,23.819907000395556,0.218261748318693,0.2720326473535226,34.175443630111054,50.11470539928442,12.82479315737157,0.1394234041399907,0.5464859474168768,2.199148461676089,94.89419349001518,5.105806509984811,36.95723570626902,56.50816344066976,4.542174130557062,1.9924267225041683,,,,,,
state,Selangor,368020,389189,296278,246942,238374,350362,439058,426752,295466,224250,131528,125407,72396,53517,29291,13688,6886,3351,376555,366933,263991,219426,217744,299944,360887,345676,250314,172595,119486,109222,70935,51899,29046,14635,8955,5425,53.05305384018095,46.94694615981904,29.465847290048085,67.4360701375939,3.0980825723580057,60.585014855138105,27.31045411391298,11.29032483805528,0.8142061928936378,61.10188074127058,4.919376480375865,21.625143346348946,10.309499439767942,1.256529666564347,0.787570325672325,91.936604348922,8.06339565107801,34.4097433109322,61.60792317710874,2.099163772813548,1.883169739145509,,,,,,
state,Terengganu,48306,62337,57859,58371,55115,49155,47816,45993,35147,29472,25260,24630,18865,13434,8380,4531,2315,879,47491,58978,54136,54432,52592,42945,42301,40500,31988,29417,27054,25826,20200,13978,8647,5742,3639,1709,51.14360036191536,48.85639963808463,28.63194251113585,65.86502992761693,5.503027561247216,97.55493580804924,2.062797518872914,0.1869927820786117,0.195273890999236,97.33122216035636,0.2547327394209354,2.0342079621380846,0.2438578786191536,0.0366265311804008,0.0993527282850779,97.70305540089088,2.2969445991091315,37.91630218590718,55.274667813457526,5.573867829095583,1.2351621715397134,,,,,,
state,W.P. Kuala Lumpur,56141,90466,86326,71426,61942,98644,123262,140024,103875,81083,44484,39344,24997,18892,10275,4452,2295,978,56584,85339,76946,63403,54221,85072,101076,110924,83775,62446,41392,38649,25864,18449,9877,4689,2815,1685,53.42311635265817,46.57688364734183,22.79396926107102,73.45210563277959,3.7539251061494,47.71693204921333,41.561432648536986,10.041293005560236,0.6803422966894557,45.28689599780436,6.442370562309295,32.26956902536284,8.219818052663017,1.7680635604849777,6.013282801375502,89.48364169128688,10.51635830871313,32.70547034807745,62.35088691330664,3.192132369607374,1.751510369008543,,,,,,
state,W.P. Labuan,5441,4368,4211,4065,3766,4342,4278,5553,2955,2229,2115,2055,1464,869,585,235,164,195,4591,3799,3603,4615,4363,4387,4341,4422,2492,2489,2162,1766,1252,861,415,265,194,213,51.39823380992431,48.60176619007569,27.34756097560976,68.45142977291842,4.201009251471826,86.21749240698557,11.677818906605925,1.0570899772209568,1.0475987091875476,77.228763666947,13.791000841042894,8.069806560134566,0.6433978132884777,0.1976450798990748,0.069386038687973,88.61227922624055,11.387720773759462,35.88348503046001,58.047665214811815,3.836080281302908,2.232769473425268,,,,,,
state,W.P. Putrajaya,6676,8894,5818,3080,2032,2838,5035,8066,4794,2329,1502,1191,683,350,157,70,37,22,6209,8399,5464,2818,2129,3596,6414,9503,4611,2218,1514,1103,751,434,257,108,60,40,49.059541034046994,50.940458965953006,37.96633761286423,60.62801047599861,1.4056519111371588,97.8971808875645,0.6298117144978896,1.2248427820757466,0.248164615861855,97.18869617772567,0.8058460467757002,0.4880862987857365,1.0549257339609164,0.0897419461182029,0.3727037966337612,97.41671397959745,2.5832860204025567,27.73309858104177,68.0204711955954,2.0366750719923608,2.209755151370466,,,,,,
district,Batu Pahat,14148,19386,20583,24964,31711,24064,22952,20640,16981,14989,12261,14096,8890,6935,4541,2315,1376,777,14429,17957,19420,22662,27301,18856,16305,16600,15590,13941,12496,13139,8760,6898,4386,2365,1561,1063,52.81423997351303,47.18576002648697,21.383984269327208,72.11197202718144,6.504043703491353,68.01499753839141,30.120414582182253,1.4855646543106098,0.3790232251157171,66.78328737145142,2.9404164429137274,26.210587518018,2.7221816214382906,1.1244846952989676,0.2190423508796014,93.90416241031376,6.0958375896862345,40.88301219436962,54.324322934874246,3.504853071212651,1.2878117995434823,,,,,,
district,Johor Bahru,72101,83910,73644,64310,59220,90878,107389,102530,70888,59781,37389,35162,20246,15130,8323,3612,1936,866,74050,78459,68117,58012,50120,77419,87607,82602,62872,47819,34135,32030,20094,14947,8146,3694,2333,1420,53.02242706980109,46.97757293019891,26.31389482530004,70.15599076900241,3.530114405697552,52.06593355385911,38.17715486488546,9.130283377507755,0.6266282037476787,51.61218122348703,4.438838212683447,33.08292294664944,9.12060664180679,0.8820757004916459,0.8633752748816467,92.80220618271134,7.19779381728866,34.022520900137884,61.60499096403225,2.504605249587868,1.8678828862420052,,,,,,
district,Kluang,8848,14457,14631,13233,13903,18654,17609,17074,13440,10881,8586,8685,7129,5494,3518,1811,987,374,9249,14002,13926,11891,8687,10452,10708,11204,10004,8847,8172,8730,7014,5104,3191,1597,1050,620,55.384510844385694,44.61548915561431,23.20006671567386,69.46553332386135,7.334399960464785,59.11559722878396,31.836568602770527,8.566768167569599,0.4810660008759194,59.90665983036922,2.0978373002390645,28.329451881320228,8.74593065276345,0.3934989282250542,0.5266214070829808,89.56610102482688,10.433898975173122,33.61253932620433,59.58794988775436,5.352789243729935,1.446721542311375,,,,,,
district,Kota Tinggi,7926,9473,9568,9943,9538,10728,12779,10933,8932,6733,5189,4488,3556,3465,2915,1387,683,186,7780,9175,8633,9226,8083,7826,8294,7985,7539,6010,4881,4633,4503,4354,2927,1141,661,309,53.25161209090664,46.74838790909337,23.632758046964238,68.2604707215512,8.106771231484561,88.0143833153542,8.932038834951456,2.6565983459187343,0.3969795037756202,87.32316464462052,1.0459479634143052,8.235828439352105,2.824419242564596,0.2450737919435925,0.3255659181048825,93.7913140452015,6.2086859547985,34.04101199029469,58.359049256790186,6.372052484040423,1.2278862688747023,,,,,,
district,Mersing,2661,3434,3525,3417,3822,3593,4032,3633,2784,2240,1927,1910,1924,1571,909,315,170,72,2529,3305,3332,3237,2541,2630,2737,2643,2336,2048,1822,2204,2128,1387,715,291,245,126,53.6338640578042,46.36613594219579,24.024553999616344,68.55681309546647,7.418632904917194,88.94994059833675,9.61091910573496,1.1664326601144832,0.2727076358138028,86.357183963169,1.2686233135110945,8.89187288189782,1.4425474774601956,0.6279173860221242,1.411854977939766,94.72728435321952,5.272715646780485,34.498147524419,57.903334456045805,6.333782418322667,1.2647356012125297,,,,,,
