area_type,area,age_0_4_male,age_5_9_male,age_10_14_male,age_15_19_male,age_20_24_male,age_25_29_male,age_30_34_male,age_35_39_male,age_40_44_male,age_45_49_male,age_50_54_male,age_55_59_male,age_60_64_male,age_65_69_male,age_70_74_male,age_75_79_male,age_80_84_male,age_85_above_male,age_0_4_female,age_5_9_female,age_10_14_female,age_15_19_female,age_20_24_female,age_25_29_female,age_30_34_female,age_35_39_female,age_40_44_female,age_45_49_female,age_50_54_female,age_55_59_female,age_60_64_female,age_65_69_female,age_70_74_female,age_75_79_female,age_80_84_female,age_85_above_female,sex_male,sex_female,agegroup_child,agegroup_working,agegroup_elderly,ethnicity_bumi,ethnicity_chinese,ethnicity_indian,ethnicity_other,religion_muslim,religion_christian,religion_buddhist,religion_hindu,religion_other,religion_atheist,nationality_local,nationality_foreign,marital_never_married,marital_married,marital_widowed,marital_divorced,housing_owned,housing_rented,housing_quarters,labour_working,labour_unemployed,labour_out
district,Papar,4501,6770,7558,8217,8438,6371,6048,5412,5269,5298,6149,3958,1904,1453,626,502,176,141,4334,6517,7326,7845,7229,5788,5652,5277,5049,5104,4862,2708,1680,1225,561,366,203,150,52.29479580797387,47.70520419202612,24.561450085287422,71.85249590155775,3.586054013154838,95.20725388601036,4.011202130431006,0.1157842938605378,0.6657596896980924,70.09763252736167,26.80148937723589,2.8738874471516658,0.0590706657728633,0.0776546954542136,0.0902652870237012,91.71749620022965,8.282503799770355,43.89891825423698,51.89439167394365,2.9244560084115983,1.2822340634077665,,,,,,
district,Kudat,3569,5388,5453,4989,3051,2941,3022,3202,2716,2498,2120,1663,1297,778,546,320,201,167,3520,5162,5203,4642,3095,3000,3202,3190,2656,2271,1804,1474,1202,764,540,329,272,163,50.82860780002314,49.17139219997686,32.745052655942594,62.53327161208193,4.721675731975465,93.6381151672132,5.998239189516798,0.0497620353948426,0.3138836078751611,57.96435597731744,37.08135632449948,4.171970836708714,0.1076264321259113,0.1851637541951163,0.4895266751533387,90.69899317208656,9.301006827913437,37.36211869591819,56.99851411589896,4.076566733677126,1.562800454505725,,,,,,
district,Kota Marudu,3482,4448,3901,3162,2521,2476,2918,3007,2276,1776,1520,1420,1179,669,440,256,167,115,3202,4136,3689,3037,2502,2663,2929,2700,2019,1662,1403,1139,1022,586,510,263,204,129,51.39368312046945,48.60631687953055,32.875963640547695,62.32165458520308,4.802381774249223,97.28623476318276,2.163515600401817,0.0659699836574358,0.4842796527579951,39.3553676216776,58.3347716028075,0.9636405476930158,0.1366356000460246,0.1308825221493499,1.07870210562651,95.92825911862846,4.071740881371533,31.389019843140613,61.5673081044015,4.836497664252346,2.2071743882055457,,,,,,
district,Pitas,1686,2271,2066,1841,1499,1329,1433,1384,1196,1004,922,614,661,391,294,137,119,79,1523,2083,1947,1695,1435,1289,1425,1223,1086,944,763,618,609,376,321,165,148,84,51.62575013638844,48.37424986361157,31.576650300054556,62.65684669939989,5.766503000545554,98.76443882535486,0.804551462559623,0.0459743692891213,0.385035342796391,59.96726677577742,37.54773595199127,0.3136933987997818,0.3000545553737043,0.4037097654118931,1.4675395526459356,94.93180578286962,5.068194217130388,34.87482060277468,57.87354488917238,5.310157869558284,1.9414766384946576,,,,,,
district,Beaufort,2820,3814,3919,3830,2984,2703,2725,2878,2665,2560,2169,1963,1522,912,588,316,228,161,2605,3596,3652,3553,2980,2626,2818,2966,2576,2342,1988,1680,1413,883,552,343,239,147,51.18733160758624,48.81266839241376,26.95071054994981,67.27904273865497,5.770246711395214,93.05007674321864,6.018963464490124,0.1635276060419147,0.7674321862493365,80.21950446404988,13.82006445137091,5.375349992075651,0.2179195942733371,0.0898092873368904,0.2773522108933383,92.07168894289184,7.928311057108141,35.561100864344866,58.86224729666196,4.345231637192145,1.23142020180102,,,,,,
district,Kuala Penyu,753,1259,1385,1239,887,612,677,834,812,903,806,510,479,290,212,100,68,37,780,1276,1377,1208,760,716,791,939,981,874,612,480,436,259,163,104,57,34,50.033741037536906,49.96625896246309,28.80641079713201,65.60944749051033,5.584141712357655,98.0121040773954,1.175067367584044,0.0662631974201528,0.7465653576003888,64.34415858287642,33.47532686630114,2.075073808519612,0.0253057781526781,0.0379586672290172,0.0421762969211303,95.47448334036272,4.525516659637284,33.55105465004794,60.54050814956855,4.392377756471716,1.516059443911793,,,,,,
district,Sipitang,1756,2215,2059,2004,1379,1335,1475,1521,1168,1206,1182,953,635,360,172,124,88,39,1592,2150,1790,1661,1348,1475,1380,1413,1259,1145,958,742,536,295,172,122,72,47,52.00116315956434,47.99883684043566,30.56466109759966,65.49381410595326,3.941524796447076,97.69337958433395,1.686975599632364,0.1304515402176169,0.4891932758160633,70.80733847943323,27.87088928835783,1.168446653272708,0.047583800359522,0.0079306333932536,0.0978111451834619,89.16411124035106,10.835888759648938,34.00978089260272,61.5503099849821,3.122954291655436,1.316954830759752,,,,,,
district,Tenom,1702,2714,3246,3139,2107,1757,1854,1818,1499,1453,1706,1327,966,464,260,185,108,70,1645,2675,3018,2982,2118,1939,1716,1681,1387,1497,1359,1065,800,394,276,176,135,90,51.38520885286783,48.614791147132166,29.22381546134664,66.57185162094763,4.204332917705736,95.91865960189033,3.578077371575868,0.0470530471962521,0.4562099793375749,26.648223192019948,70.41770573566085,2.747038653366584,0.0389650872817955,0.0487063591022443,0.0993609725685785,95.23262157107231,4.767378428927681,39.116098642283184,56.40066500415628,3.391521197007481,1.0917151565530616,,,,,,
district,Nabawan,1086,1533,1532,1679,1487,1731,1347,1149,928,795,639,498,289,135,106,53,41,50,1003,1416,1429,1670,1365,1415,1123,971,660,563,543,414,228,168,128,82,56,37,53.18706127200255,46.81293872799746,28.21616282761297,68.76433031147484,3.0195068609122013,99.56209751609936,0.2575896964121435,0.0110395584176632,0.1692732290708371,26.35366326854563,73.25831598998201,0.0776041482944724,0.2680870577445412,0.0,0.0423295354333486,95.85876045010406,4.14123954989594,45.18048588570866,51.91796990262615,2.1048490213435627,0.7966951903216288,,,,,,
district,Keningau,5707,10111,9190,7769,5674,5544,5781,6239,5578,4793,3873,3191,2136,1069,584,327,226,160,5193,9544,8069,6938,5570,5788,5879,6634,4930,4448,3420,2543,1709,917,572,341,257,223,51.64881035202449,48.35118964797551,31.680216263491623,65.22159719599541,3.0981865405129634,93.49249597326548,5.454531769806265,0.1106411163462841,0.9423311405819572,42.87238201249611,52.728140094217736,3.905861774235226,0.2988199593180809,0.0337911705659027,0.1610049891669482,88.03063732797976,11.969362672020248,34.18684785246299,61.32492113564669,3.155544770686727,1.3326862412035914,,,,,,
district,Tambunan,1475,2292,1587,1385,1048,1064,1215,1307,1034,902,759,715,538,325,186,112,63,51,1484,2125,1532,1221,1039,1145,1303,1299,953,755,699,638,507,290,207,136,83,99,50.859911950083934,49.14008804991607,33.24042694707503,61.84398061634941,4.915592436575555,99.21572520599624,0.5989609186273537,0.0231642344220523,0.1621496409543664,19.751053115003327,79.7548538308048,0.2375447375922465,0.1456941057232445,0.0031672631678966,0.1076869477084851,95.71152567066795,4.288474329332024,34.42451845526141,58.77217952367397,5.052661542840877,1.7506404782237404,,,,,,
